"","rank","team","conf","record","barthag","adj_o","adj_o_rk","adj_d","adj_d_rk","adj_tempo","adj_tempo_rk","proj_record","proj_conf_record","wab","wab_rk","date"
"1",1,"Houston","Amer","7-0",0.967448264249454,112.096258601872,17,83.4640587909044,1,63.7858367418101,351,"28.6-2.4","16.4-1.6",1.47499558011208,8,2022-12-02
"2",2,"Tennessee","SEC","6-1",0.944153414155612,108.036389806012,54,84.4857492073958,2,67.0628925163142,228,"24.4-6.6","13.7-4.3",1.21151836338931,16,2022-12-02
"3",3,"Texas","B12","6-0",0.9403966113035,111.888124378172,18,88.0251134253873,7,67.7358258561898,185,"23.9-7.1","12.2-5.8",1.39092252780303,12,2022-12-02
"4",4,"UCLA","P12","6-2",0.939839709080093,116.488056382131,2,91.7228593592517,29,68.4633691758382,144,"24-7","16-4",0.368472074472614,49,2022-12-02
"5",5,"Gonzaga","WCC","5-3",0.930964880017847,116.243565426018,3,92.7085838316312,38,72.0356495693207,15,"24.7-6.3","13.4-2.6",1.0679623684655,21,2022-12-02
"6",6,"Purdue","B10","7-0",0.92909896765613,116.048487520338,4,92.7840762219703,40,65.2314053506565,315,"25.1-5.9","14.2-5.8",2.95125294398275,1,2022-12-02
"7",7,"Connecticut","BE","9-0",0.924093869282725,113.586800049682,13,91.3990842396268,27,67.969418914288,169,"25.6-5.4","15-5",2.3263182270474,2,2022-12-02
"8",8,"Indiana","B10","7-0",0.920071612524734,111.646237245324,21,90.2760890093669,16,69.3181452408208,98,"23.2-7.8","13.4-6.6",1.38368238245307,13,2022-12-02
"9",9,"Arizona","P12","6-1",0.91944993302532,116.991018176519,1,94.6671467271344,52,74.6409769476768,2,"24.3-6.7","14.4-5.6",1.56975657720458,7,2022-12-02
"10",10,"West Virginia","B12","6-1",0.912514321368906,111.625565501595,22,91.0365118765502,23,69.2911223596381,99,"21.3-9.7","10.5-7.5",1.01027240669632,25,2022-12-02
"11",11,"Duke","ACC","7-2",0.910530207779864,111.600072255548,23,91.2106446851462,26,65.5757336557512,299,"23-8","14.4-5.6",0.866490637613841,29,2022-12-02
"12",12,"Maryland","B10","8-0",0.910292093864893,113.964675975662,10,93.1668817232505,42,66.5602852645109,253,"23.5-7.5","13.6-6.4",1.84921453556811,5,2022-12-02
"13",13,"Kentucky","SEC","5-2",0.907934880062968,110.639284069683,29,90.6730217661742,19,69.2862991714634,100,"21.2-9.8","11.6-6.4",-0.292484851892103,83,2022-12-02
"14",14,"Illinois","B10","6-2",0.90668886959221,110.014160718195,34,90.2769473433417,17,71.3921611347351,33,"21.9-9.1","12.8-7.2",0.5006704432687,43,2022-12-02
"15",15,"Creighton","BE","6-2",0.905725924248549,113.595946728846,12,93.3080180050403,43,68.2438056933978,160,"22.4-8.6","14-6",1.08120983590994,20,2022-12-02
"16",16,"Kansas","B12","8-1",0.905562152860471,111.324394358583,27,91.4573991315018,28,68.7502148159824,127,"20.5-10.5","10.1-7.9",2.00168618231533,4,2022-12-02
"17",17,"Virginia","ACC","6-0",0.904257651070458,112.623642804377,14,92.6468385173533,37,60.6650456692006,362,"23.2-5.8","15-5",2.01920603939629,3,2022-12-02
"18",18,"Baylor","B12","6-2",0.902763972451979,115.41374092182,6,95.0835973153318,56,70.4066204444359,62,"20.2-10.8","9.9-8.1",1.09340123682106,17,2022-12-02
"19",19,"Alabama","SEC","6-1",0.902166843504659,109.22973734673,42,90.042007264972,14,72.5219709554235,10,"21.1-9.9","11.5-6.5",1.58767073353669,6,2022-12-02
"20",20,"Saint Mary's","WCC","6-2",0.900584765115403,105.977234920198,81,87.4961537061706,4,64.7411795984369,325,"23.6-7.4","12.3-3.7",-0.251011202035642,80,2022-12-02
"21",21,"Auburn","SEC","8-0",0.899640251873917,105.45346779792,91,87.1432933453819,3,68.9033296932253,117,"22.4-8.6","11.3-6.7",1.43880312779767,11,2022-12-02
"22",22,"San Diego St.","MWC","6-2",0.894826508393169,109.176047208449,43,90.6300797322603,18,69.129368006425,104,"22.8-7.2","13.4-4.6",1.08468171241168,19,2022-12-02
"23",23,"Memphis","Amer","5-2",0.89117778455451,108.30018299487,49,90.2020538359982,15,68.4538536736757,145,"22.5-8.5","13.2-4.8",0.619144441048448,39,2022-12-02
"24",24,"Arkansas","SEC","6-1",0.89097203195214,105.235045414598,96,87.6652920240522,5,71.1446450077502,37,"21.5-9.5","10.9-7.1",0.807623980649489,33,2022-12-02
"25",25,"Texas Tech","B12","5-2",0.88918462205382,106.413143650477,72,88.7876371212201,9,66.3923177105716,262,"19.7-11.3","9.3-8.7",-0.180628691771883,77,2022-12-02
"26",26,"Iowa","B10","6-1",0.888844594342963,115.888327357312,5,96.722400035051,81,70.560217873527,55,"21.3-9.7","12.2-7.8",0.865364090692772,30,2022-12-02
"27",27,"North Carolina","ACC","5-3",0.882430496707759,114.308484805482,8,95.9307768732889,69,67.574081664776,194,"20.5-10.5","13.3-6.7",0.058828375441479,63,2022-12-02
"28",28,"Marquette","BE","6-2",0.873929549916126,109.728453911423,37,92.7258296325114,39,71.8178150352929,19,"20.9-10.1","12.6-7.4",0.357911522515362,51,2022-12-02
"29",29,"Xavier","BE","5-3",0.867480333604327,114.135686441031,9,96.931901662303,86,70.8556812040742,47,"19.4-11.6","12.4-7.6",-0.300044695191172,84,2022-12-02
"30",30,"Ohio St.","B10","5-2",0.863710744320657,114.807748430424,7,97.7777821642389,102,66.8024258050473,241,"18.9-12.1","10.5-9.5",0.549391798154584,41,2022-12-02
"31",31,"Virginia Tech","ACC","7-1",0.857544380824266,111.339493133784,26,95.2488922964626,59,64.7889977548513,324,"21.7-9.3","12.5-7.5",0.51361585673376,42,2022-12-02
"32",32,"Oklahoma","B12","6-1",0.854237507096049,107.461552897586,62,92.1459692698845,33,64.2496524254229,337,"17.9-13.1","7.9-10.1",0.782422034497723,35,2022-12-02
"33",33,"Iowa St.","B12","6-1",0.853534394817437,103.925550698545,115,89.1576039810933,10,67.0428409008211,229,"18.3-12.7","7.9-10.1",0.894855430421108,28,2022-12-02
"34",34,"Mississippi St.","SEC","7-0",0.851613662459878,102.301990740028,148,87.8814554852252,6,64.6722926937,327,"21.6-9.4","9.7-8.3",1.472154533005,9,2022-12-02
"35",35,"Oklahoma St.","B12","5-3",0.848184172635826,105.834893895232,84,91.1291466873047,25,69.0028038830428,111,"16.3-14.7","7.7-10.3",-1.0032167806311,128,2022-12-02
"36",36,"UAB","CUSA","6-1",0.848160972452604,112.144457997737,16,96.563510286937,79,72.5910441942523,8,"24.3-6.7","15.4-4.6",0.0257570194029442,71,2022-12-02
"37",37,"Texas A&M","SEC","5-2",0.845007959142782,111.588411234656,24,96.2877738851017,76,68.4964484166676,142,"19-12","9.3-8.7",-0.462737590591664,97,2022-12-02
