"","rank","team","conf","record","barthag","adj_o","adj_o_rk","adj_d","adj_d_rk","adj_tempo","adj_tempo_rk","proj_record","proj_conf_record","wab","wab_rk","date"
"1",1,"Houston","Amer","16-1",0.982218958145268,116.778221373424,8,82.3875825793228,2,63.3300507325414,346,"29.2-1.8","17.2-0.8",3.95494704254386,4,2023-01-09
"2",2,"Tennessee","SEC","13-2",0.978441605493205,111.232764985464,41,79.827561608654,1,67.4856112614469,198,"27.5-3.5","16.6-1.4",2.73662177744053,10,2023-01-09
"3",3,"Connecticut","BE","15-2",0.958756872063678,116.095063047415,11,88.308012148924,8,68.1158347495153,160,"26.8-4.2","15.8-4.2",4.08991433246788,3,2023-01-09
"4",4,"UCLA","P12","14-2",0.958176046063633,115.592063441156,13,88.0370311294192,5,67.2454115807698,211,"26.4-4.6","17.4-2.6",2.84791038092278,9,2023-01-09
"5",5,"Kansas","B12","14-1",0.948882949736836,116.619951751421,9,90.4598241778203,13,68.3536028462457,147,"25.5-5.5","13.8-4.2",5.23197905208644,1,2023-01-09
"6",6,"Saint Mary's","WCC","14-4",0.944024437414578,110.515303605588,47,86.4426541998398,4,63.4917706797343,341,"25.1-5.9","14.1-1.9",0.802253234779489,40,2023-01-09
"7",7,"Purdue","B10","15-1",0.937869855276292,118.859689881693,5,93.8699849614383,40,64.0375753413276,325,"26.6-4.4","15.6-4.4",4.59680869421822,2,2023-01-09
"8",8,"Alabama","SEC","13-2",0.937056417343747,113.244716083945,21,89.5435064119426,11,74.1227493951693,2,"24.7-6.3","14.1-3.9",3.76721666046273,5,2023-01-09
"9",9,"Arizona","P12","14-2",0.92106516280081,120.313294736899,3,97.1693124190671,80,72.7773058453633,16,"24.9-6.1","13.9-6.1",3.52617513757362,6,2023-01-09
"10",10,"Ohio St.","B10","10-5",0.913528350320669,121.017381471326,1,98.5865039205563,107,66.9357132850291,227,"20.8-10.2","12.8-7.2",0.448024144396783,45,2023-01-09
"11",11,"San Diego St.","MWC","12-3",0.908319921286386,110.835930389885,43,90.7977356465922,15,69.3515902774246,96,"23-7","14-4",2.22414030167776,14,2023-01-09
"12",12,"Texas","B12","13-2",0.906790305563479,113.308323423228,20,92.970419119386,29,68.7461912421684,131,"21.6-9.4","10.5-7.5",2.07406084774336,16,2023-01-09
"13",13,"Rutgers","B10","11-5",0.902664521207981,102.604784451901,168,84.5392643289879,3,66.8182955649975,231,"21.1-9.9","13.1-6.9",-0.552789847758413,69,2023-01-09
"14",14,"Marquette","BE","13-4",0.902612231200273,118.955907563934,4,98.0165329727731,95,70.2600962578526,61,"22.2-8.8","14.2-5.8",1.38375331846889,28,2023-01-09
"15",15,"Oklahoma St.","B12","9-6",0.892878186432875,106.072183826524,100,88.2108498491087,7,67.5240060493568,195,"17.8-13.2","9-9",-0.849963099495552,73,2023-01-09
"16",16,"West Virginia","B12","10-5",0.889132111992239,112.565579561912,26,93.9253793351721,41,68.4853565667583,140,"18.8-12.2","8.1-9.9",0.601950791227392,42,2023-01-09
"17",17,"Virginia","ACC","11-3",0.889013969185614,111.72328917734,28,93.2322786293009,35,61.7246905812045,361,"22.2-6.8","14.2-5.8",1.65820800622827,22,2023-01-09
"18",18,"Arkansas","SEC","12-3",0.888665625719952,108.29578960884,72,90.399765069599,12,70.5519503093411,53,"22-9","10.6-7.4",1.53934837277468,24,2023-01-09
"19",19,"Creighton","BE","9-7",0.887768091069004,111.535914894721,32,93.1776705132773,34,69.1338164017024,109,"18.9-12.1","12.9-7.1",-0.722140739892665,71,2023-01-09
"20",20,"Xavier","BE","13-3",0.887231423292768,117.123301970529,7,97.891145510519,92,72.5326374392705,19,"22.6-8.4","14.6-5.4",2.6203635463501,11,2023-01-09
"21",21,"North Carolina St.","ACC","13-4",0.88389567827026,112.837048943548,23,94.5790547933275,48,70.5856981361407,52,"22.8-8.2","12.8-7.2",1.07695488952251,33,2023-01-09
"22",22,"Kansas St.","B12","14-1",0.883681507841934,113.550618827751,19,95.1944228411869,56,69.6071176256959,85,"22.4-8.6","10.7-7.3",3.47205344793627,7,2023-01-09
"23",23,"Gonzaga","WCC","14-3",0.878244390733933,117.6787878515,6,99.1011054080071,109,70.923355174602,45,"24.4-6.6","12.4-3.6",3.23971364836777,8,2023-01-09
"24",24,"Auburn","SEC","12-3",0.875037418190454,107.365959700193,83,90.6498110155972,14,67.870201167701,182,"21-10","10.7-7.3",1.5121015207942,25,2023-01-09
"25",25,"Iowa St.","B12","12-2",0.874278448520275,104.375810940337,134,88.1782749304461,6,65.1619993466738,303,"19.5-10.5","10.1-7.9",2.54244417705079,12,2023-01-09
"26",26,"UCF","Amer","12-4",0.868714330226778,108.398396045816,71,91.9731680895028,22,62.8024634651154,351,"21.8-8.2","12.8-5.2",0.433178665310899,46,2023-01-09
"27",27,"Memphis","Amer","12-4",0.86634083682002,109.517760400088,54,93.0899529275274,32,71.8695725215787,25,"21.8-9.2","11.8-6.2",0.812884522077797,39,2023-01-09
"28",28,"Duke","ACC","12-4",0.863917149300145,110.083758067549,50,93.7402201708259,39,66.0494704291579,266,"21.4-9.6","12.4-7.6",1.35111252959826,29,2023-01-09
