"date","conf","line","ttq","type","team1","team1_wp","team1_pts","team2","team2_wp","team2_pts","game_id","year"
2011-11-07,"Horz at P12","Arizona -7.3, 69-62 (78%)",50.81052923925763,"nc","Valparaiso",0.2157523193366404,61.60201476038534,"Arizona",0.7842476806633596,68.91818840368796,"313110012",2012
2011-11-07,"OVC at SEC","Mississippi St. -18.3, 77-59 (96%)",27.994866872692345,"nc","Eastern Kentucky",0.04231436423180979,58.876544519984904,"Mississippi St.",0.9576856357681902,77.22276897324828,"313110344",2012
2011-11-07,"CAA at BE","St. John's -13.7, 74-60 (91%)",25.747984381695822,"nc","William & Mary",0.08660745011321512,60.254498112362405,"St. John's",0.9133925498867848,73.95284448772647,"313112599",2012
2011-11-09,"Pat at BE","St. John's -0.5, 72-71 (52%)",69.53257660131366,"nc","Lehigh",0.480870835487468,71.4498554116623,"St. John's",0.519129164512532,71.92707455560702,"313132599",2012
2011-11-09,"MAC at SEC","Mississippi St. -6.4, 74-68 (74%)",58.94690563643384,"nc","Akron",0.26308976359349023,67.99893825640912,"Mississippi St.",0.7369102364065098,74.37015881430735,"313130344",2012
2011-11-09,"A10 at P12","Arizona -7.5, 73-65 (78%)",53.667320407917515,"nc","Duquesne",0.22302666175783212,65.34631339896963,"Arizona",0.7769733382421679,72.83763161360885,"313130012",2012
2011-11-09,"BSth at B12","Texas A&M -13.0, 69-56 (92%)",26.532482900578596,"nc","Liberty",0.08359137721224599,56.22869814715866,"Texas A&M",0.916408622787754,69.24469759480738,"313130245",2012
2011-11-11,"ACC vs. B10","Michigan St. -0.6, 72-71 (52%)",98.84333731438475,"nc","North Carolina",0.4762308603362557,71.3292903577727,"Michigan St.",0.5237691396637443,71.92190019101507,"313150127",2012
2011-11-11,"ASun at ACC","Duke -7.7, 82-74 (76%)",70.91506321589314,"nc","Belmont",0.2415296332675143,74.03952023862522,"Duke",0.7584703667324857,81.78585941649044,"313150150",2012
2011-11-11,"WCC at WAC","BYU -1.0, 70-69 (54%)",70.84121860109761,"nc","BYU",0.5421642364348618,70.4313401992515,"Utah St.",0.4578357635651382,69.40352110585675,"313150328",2012
2011-11-11,"NEC at CAA","Hofstra -0.5, 80-79 (52%)",63.28020701447132,"nc","LIU Brooklyn",0.4818726087637451,78.78800632360768,"Hofstra",0.5181273912362548,79.286567471452,"313152275",2012
2011-11-11,"P12 at SEC","Vanderbilt -10.8, 80-69 (84%)",62.90169722373126,"nc","Oregon",0.15908194856576646,69.24697495564064,"Vanderbilt",0.8409180514342336,80.03536258763083,"313150238",2012
2011-11-11,"MVC at WAC","Nevada -2.1, 64-61 (60%)",60.77845127249461,"nc","Missouri St.",0.40243044747978585,61.41981743221261,"Nevada",0.5975695525202142,63.56802958618269,"313152440",2012
2011-11-11,"MAAC at ACC","Wake Forest -0.5, 68-67 (52%)",60.01668174088769,"nc","Loyola MD",0.47831260200544634,66.64528301208752,"Wake Forest",0.5216873979945537,67.1502368682492,"313150154",2012
2011-11-11,"MAAC vs. NEC","Fairfield -2.9, 65-62 (63%)",56.720938510717176,"nc","Fairfield",0.6269233799114392,64.70275394790669,"Quinnipiac",0.3730766200885608,61.847384331077194,"313152514",2012
2011-11-11,"ASun at SEC","Arkansas -5.7, 76-70 (71%)",55.8727348771873,"nc","USC Upstate",0.2906989908566361,70.46668491448943,"Arkansas",0.7093010091433639,76.14995858246799,"313150008",2012
2011-11-11,"BSky at MWC","Colorado St. -5.2, 68-63 (71%)",55.01737018044095,"nc","Montana",0.286888825349052,63.10379763273265,"Colorado St.",0.713111174650948,68.3033330871632,"313150036",2012
2011-11-11,"MVC at WAC","Illinois St. -2.3, 64-61 (61%)",54.05601715756538,"nc","Illinois St.",0.6061809846936078,63.80263658083906,"Fresno St.",0.3938190153063922,61.454144896844426,"313150278",2012
2011-11-11,"A10 at SB","Saint Joseph's -5.8, 72-66 (72%)",54.051756266515646,"nc","Saint Joseph's",0.7245430987391476,71.67077847974741,"Western Kentucky",0.2754569012608524,65.88999336128232,"313150098",2012
2011-11-11,"NEC vs. Ivy","Yale -2.5, 69-66 (60%)",52.7711404773537,"nc","Central Connecticut",0.39631788490774345,66.27834643450052,"Yale",0.6036821150922566,68.74866068795966,"313150043",2012
2011-11-11,"BSth at ACC","North Carolina St. -13.2, 84-70 (88%)",51.85624636848112,"nc","UNC Asheville",0.12154396200584693,70.37770715616725,"North Carolina St.",0.8784560379941531,83.58524206188842,"313150152",2012
2011-11-11,"Sum at BE","West Virginia -8.9, 73-64 (82%)",51.52238613317262,"nc","Oral Roberts",0.18366950725538736,64.10807264774083,"West Virginia",0.8163304927446127,72.98702691948115,"313150277",2012
2011-11-11,"Sum at WCC","San Francisco -5.4, 80-74 (69%)",51.39592765366602,"nc","North Dakota St.",0.30700101823493214,74.20871656860803,"San Francisco",0.6929989817650679,79.65299659866758,"313152539",2012
2011-11-11,"Pat at B10","Minnesota -7.8, 68-60 (80%)",50.95044424948573,"nc","Bucknell",0.19672167122825637,59.909658029858214,"Minnesota",0.8032783287717437,67.7062061658894,"313150135",2012
2011-11-11,"MAAC at SEC","Kentucky -32.4, 90-57 (99%)",46.9582027046597,"nc","Marist",0.00575393845062898,57.36077308160571,"Kentucky",0.994246061549371,89.78064189816125,"313150096",2012
2011-11-11,"WCC at P12","UCLA -10.3, 71-61 (86%)",46.91234069833772,"nc","Loyola Marymount",0.1419060607136131,60.69894963417968,"UCLA",0.8580939392863869,70.98075992200704,"313150026",2012
2011-11-11,"CAA at AE","Boston University -3.1, 63-60 (64%)",45.69903479149707,"nc","Northeastern",0.3587496509849514,59.95110372263262,"Boston University",0.6412503490150486,63.05663039653956,"313150104",2012
2011-11-11,"AE at B10","Indiana -18.2, 78-60 (95%)",44.965096481428105,"nc","Stony Brook",0.04505512414936234,60.000523349192655,"Indiana",0.9549448758506376,78.24917076792278,"313150084",2012
2011-11-11,"ASun at MWC","TCU -7.8, 80-72 (77%)",44.86599534032159,"nc","Florida Gulf Coast",0.2345562115285459,72.42859889666174,"TCU",0.7654437884714541,80.27433646249538,"313152628",2012
2011-11-11,"Horz at B10","Ohio St. -25.6, 76-51 (99%)",44.42443643442547,"nc","Wright St.",0.00908605513890234,50.7468188749217,"Ohio St.",0.9909139448610976,76.31267882980539,"313150194",2012
2011-11-11,"Pat at A10","Richmond -6.9, 66-59 (78%)",44.33926200248976,"nc","American",0.21779302786083157,59.020893030685954,"Richmond",0.7822069721391685,65.96154123605903,"313150257",2012
2011-11-11,"BSth at B12","Kansas St. -18.3, 83-64 (95%)",43.440442792053624,"nc","Charleston Southern",0.05270218663529486,64.21051230212255,"Kansas St.",0.9472978133647052,82.54805063846152,"313152306",2012
2011-11-11,"Slnd at CUSA","UTEP -6.0, 67-61 (75%)",43.00990458230714,"nc","UTSA",0.2538049479522327,61.28764168119915,"UTEP",0.7461950520477674,67.31303857877595,"313152638",2012
2011-11-11,"Horz at SC","Valparaiso -5.3, 68-63 (72%)",42.869406606438744,"nc","Valparaiso",0.7180121346764409,68.31177777942281,"Georgia Southern",0.28198786532355913,62.97958825213426,"313150290",2012
2011-11-11,"SB at CUSA","Tulsa -7.9, 66-58 (81%)",42.630703122091376,"nc","Arkansas Little Rock",0.18798580205131052,58.15511268114,"Tulsa",0.8120141979486895,66.04553000232933,"313150202",2012
2011-11-11,"SC at A10","Massachusetts -17.2, 85-68 (93%)",42.034297269832194,"nc","Elon",0.06928638673914048,68.01931289275181,"Massachusetts",0.9307136132608596,85.25774054388198,"313150113",2012
2011-11-11,"OVC at B12","Missouri -27.3, 92-65 (98%)",41.970025174144986,"nc","Southeast Missouri St.",0.01743758538675996,64.96785458532196,"Missouri",0.98256241461324,92.24618645996956,"313150142",2012
2011-11-11,"A10 at CAA","George Mason -9.8, 76-66 (83%)",41.8918726013817,"nc","Rhode Island",0.16869616102529644,66.07248200958583,"George Mason",0.8313038389747036,75.90169159497476,"313152244",2012
2011-11-11,"Pat at SC","College of Charleston -7.6, 71-63 (79%)",41.191891064765066,"nc","Holy Cross",0.2113213835063951,63.04249798787892,"College of Charleston",0.7886786164936049,70.69175629162443,"313150232",2012
2011-11-11,"BSky at WCC","Gonzaga -19.9, 81-61 (96%)",40.073822731034085,"nc","Eastern Washington",0.03741898798332385,61.023629437838224,"Gonzaga",0.962581012016676,80.935070954184,"313152250",2012
2011-11-11,"OVC at A10","Saint Louis -17.8, 70-53 (97%)",39.58906651767608,"nc","Tennessee St.",0.03405940143689153,52.67392980894092,"Saint Louis",0.9659405985631084,70.45610422376134,"313150139",2012
2011-11-11,"OVC at ACC","Miami FL -15.4, 78-62 (93%)",39.32872340474799,"nc","Tennessee Tech",0.07268549300011502,62.13705219882951,"Miami FL",0.9273145069998848,77.53635292532209,"313152390",2012
2011-11-11,"SB at Slnd","Lamar -8.2, 71-63 (80%)",38.91474259677037,"nc","Arkansas St.",0.1968454336204488,63.10313007971968,"Lamar",0.8031545663795512,71.31041608055112,"313152320",2012
