"date","conf","line","ttq","type","team1","team1_wp","team1_pts","team2","team2_wp","team2_pts","game_id","year"
2014-11-14,"SEC at ACC","Georgia -0.1, 62-61 (51%)",76.02818809241873,"nc","Georgia",0.5063704309991838,61.12116172903779,"Georgia Tech",0.4936295690008162,60.98587195355167,"GeorgiaGeorgia Tech41957",2015
2014-11-14,"B10 vs. ACC","Louisville -6.5, 72-66 (75%)",70.87238204315534,"nc","Minnesota",0.25361961316018083,65.5711202384102,"Louisville",0.7463803868398191,72.02377062567871,"MinnesotaLouisville41957",2015
2014-11-14,"Ivy at MAAC","Yale -0.8, 65-64 (53%)",62.71846981674474,"nc","Yale",0.5338563670314708,64.478610673643,"Quinnipiac",0.4661436329685292,63.72260563140694,"YaleQuinnipiac41957",2015
2014-11-14,"MWC vs. WCC","Boise St. -4.1, 64-60 (68%)",60.07046579365737,"nc","Boise St.",0.6819877704146295,63.621756323459294,"San Diego",0.31801222958537045,59.53798182258671,"Boise St.San Diego41957",2015
2014-11-14,"MAAC vs. Ivy","Princeton -0.7, 67-66 (53%)",59.08244596681206,"nc","Rider",0.4683903447379659,65.67269926512786,"Princeton",0.5316096552620341,66.39970728699727,"RiderPrinceton41957",2015
2014-11-14,"SEC vs. A10","VCU -5.3, 68-62 (72%)",58.889107481333035,"nc","Tennessee",0.2811352095749275,62.396072730782706,"VCU",0.7188647904250725,67.70366979684898,"TennesseeVCU41957",2015
2014-11-14,"Horz at MAAC","Iona -4.0, 75-71 (65%)",58.71361109856837,"nc","Cleveland St.",0.34852540601393467,70.92172879720817,"Iona",0.6514745939860653,74.88626780851753,"Cleveland St.Iona41957",2015
2014-11-14,"Sum at MAC","Buffalo -7.6, 78-70 (76%)",58.491288124294464,"nc","South Dakota St.",0.2352671687785945,70.10480869286874,"Buffalo",0.7647328312214055,77.67210255419722,"South Dakota St.Buffalo41957",2015
2014-11-14,"SB at MVC","Bradley -1.0, 65-64 (55%)",53.436223412452605,"nc","UT Arlington",0.45406367333103903,63.7060929237012,"Bradley",0.545936326668961,64.73507967102478,"UT ArlingtonBradley41957",2015
2014-11-14,"BW at WCC","BYU -14.5, 84-69 (90%)",52.950936459297054,"nc","Long Beach St.",0.101628047766516,69.49468770709021,"BYU",0.898371952233484,83.99452226311715,"Long Beach St.BYU41957",2015
2014-11-14,"BW at B12","Kansas -14.5, 75-61 (92%)",52.58560156744818,"nc","UC Santa Barbara",0.07878534378746857,60.714823887706,"Kansas",0.9212146562125314,75.18945703960124,"UC Santa BarbaraKansas41957",2015
2014-11-14,"OVC at Horz","Belmont -2.4, 71-69 (60%)",51.858591808441574,"nc","Belmont",0.5955775059018485,71.19569342849759,"Wright St.",0.40442249409815145,68.83924104290594,"BelmontWright St.41957",2015
2014-11-14,"MAAC at Ivy","Brown -0.9, 63-62 (54%)",51.1397210862695,"nc","Saint Peter's",0.4596900366720556,62.22770632850445,"Brown",0.5403099633279445,63.108261765262014,"Saint Peter'sBrown41957",2015
2014-11-14,"MEAC at ACC","North Carolina -18.3, 77-58 (96%)",50.92956461069369,"nc","North Carolina Central",0.04120736419047283,58.241410918805094,"North Carolina",0.9587926358095272,76.57371203548237,"North Carolina CentralNorth Carolina41957",2015
